workbook_row,lab_name,unlock_tier,ranking_primary,ranking_conditional,notes,is_unlocked_cached,player_ranking_cached,status_cached,lab_canonical_id,mapping_status,ranking_primary_order,ranking_conditional_order,evidence_type,source_workbook,source_sheet,source_version,advisory_status,authoritative_for,not_authoritative_for
176,Orb Resistance,,C,,,False,C,C,LAB_ORB_RESISTANCE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
177,Plasma Cannon Resistance,,C,,,False,C,C,LAB_PLASMA_CANNON_RESISTANCE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
178,Death Ray Resistance,,C,,,False,C,C,LAB_DEATH_RAY_RESISTANCE,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
179,Armored Enemies,T20,C,,Helps avoid losing CL+ damage,False,C,C,LAB_ARMORED_ENEMIES,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
180,Enemy Speed,,F,,,False,F,F,LAB_ENEMY_SPEED,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
181,More Enemies,,F,,,False,F,F,LAB_MORE_ENEMIES,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
182,Enemy Attack Speed,,C,,,False,C,C,LAB_ENEMY_ATTACK_SPEED,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
183,Fast's Ultimate,T19,F,,,False,F,F,LAB_FAST_S_ULTIMATE,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
184,Ranged Ultimate,,F,,,False,F,F,LAB_RANGED_ULTIMATE,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
185,Boss's Ultimate,,D,,,False,D,D,LAB_BOSS_S_ULTIMATE,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
186,Basic's Ultimate,,F,,,False,F,F,LAB_BASIC_S_ULTIMATE,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
187,Tank's Ultimate,,D,,"Cuts off a few seconds of duration, can sometimes help lower the danger",False,D,D,LAB_TANK_S_ULTIMATE,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
188,Protector's Ultimate,,D,,,False,D,D,LAB_PROTECTOR_S_ULTIMATE,exact_catalog,5,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
189,Ultimate Weapon Durations,T21,F,,Max lab only gives you back 1 second,False,F,F,LAB_ULTIMATE_WEAPON_DURATIONS,exact_catalog,7,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
190,Death Defy Down,,C,,Extra invincibility is always strong,False,C,C,LAB_DEATH_DEFY_DOWN,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
191,Energy Shields Down,,C,,,False,C,C,LAB_ENERGY_SHIELDS_DOWN,exact_catalog,4,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
192,Enemy Level Skip Reduction,,A,,"Expensive and ELS is still very good in farm and milestones, mostly pointless for tourney with the way ELS BC works there",False,A,A,LAB_ENEMY_LEVEL_SKIP_REDUCTION,exact_catalog,2,,advisory_heuristic,Copy of Laboratory v2.5.7.xlsx,Tier List / Remote Tier List,Updated for version 27.0.3,non-mechanical,planner/advisor prior only,"mechanics, costs, durations, runtime formulas"
